Year,City,Month,Crime,Frequency
2017,Balrampur,August,Kidnapping,33
2017,Balrampur,August,Murder,55
2017,Balrampur,August,Rape,56
2017,Balrampur,August,Theft,20
2017,Balrampur,September,Burglary,43
2017,Balrampur,September,Kidnapping,22
2017,Balrampur,September,Murder,42
2017,Balrampur,September,Rape,36
2017,Balrampur,September,Theft,41
2017,Balrampur,October,Burglary,40
2017,Balrampur,October,Kidnapping,40
2017,Balrampur,October,Murder,56
2017,Balrampur,October,Rape,36
2017,Balrampur,October,Theft,49
2017,Balrampur,November,Burglary,58
2017,Balrampur,November,Kidnapping,21
2017,Balrampur,November,Murder,27
2017,Balrampur,November,Rape,41
2017,Balrampur,November,Theft,41
2017,Balrampur,December,Burglary,24
2017,Balrampur,December,Kidnapping,55
2017,Balrampur,December,Murder,46
2017,Balrampur,December,Rape,39
2017,Balrampur,December,Theft,57
2017,Banda,January,Burglary,60
2017,Banda,January,Kidnapping,32
2017,Banda,January,Murder,42
2017,Banda,January,Rape,45
2017,Banda,January,Theft,22
2017,Banda,February,Burglary,34
2017,Banda,February,Kidnapping,39
2017,Banda,February,Murder,49
2017,Banda,February,Rape,37
2017,Banda,February,Theft,30
2017,Banda,March,Burglary,60
2017,Banda,March,Kidnapping,39
2017,Banda,March,Murder,55
2017,Banda,March,Rape,56
2017,Banda,March,Theft,38
2017,Banda,April,Burglary,54
2017,Banda,April,Kidnapping,35
2017,Banda,April,Murder,47
2017,Banda,April,Rape,24
2017,Banda,April,Theft,58
2017,Banda,May,Burglary,48
2017,Banda,May,Kidnapping,23
2017,Banda,May,Murder,60
2017,Banda,May,Rape,32
2017,Banda,May,Theft,60
2017,Banda,June,Burglary,56
2017,Banda,June,Kidnapping,37
2017,Banda,June,Murder,48
2017,Banda,June,Rape,44
2017,Banda,June,Theft,24
2017,Banda,July,Burglary,22
2017,Banda,July,Kidnapping,45
2017,Banda,July,Murder,57
2017,Banda,July,Rape,26
2017,Banda,July,Theft,28
2017,Banda,August,Burglary,48
2017,Banda,August,Kidnapping,30
2017,Banda,August,Murder,36
2017,Banda,August,Rape,60
2017,Banda,August,Theft,41
2017,Banda,September,Burglary,39
2017,Banda,September,Kidnapping,60
2017,Banda,September,Murder,34
2017,Banda,September,Rape,56
2017,Banda,September,Theft,59
2017,Banda,October,Burglary,36
2017,Banda,October,Kidnapping,37
2017,Banda,October,Murder,49
2017,Banda,October,Rape,39
2017,Banda,October,Theft,58
2017,Banda,November,Burglary,38
2017,Banda,November,Kidnapping,48
2017,Banda,November,Murder,31
2017,Banda,November,Rape,20
2017,Banda,November,Theft,39
2017,Banda,December,Burglary,22
2017,Banda,December,Kidnapping,45
2017,Banda,December,Murder,38
2017,Banda,December,Rape,58
2017,Banda,December,Theft,24
2017,Baraut,January,Burglary,36
2017,Baraut,January,Kidnapping,35
2017,Baraut,January,Murder,56
2017,Baraut,January,Rape,22
2017,Baraut,January,Theft,57
2017,Baraut,February,Burglary,21
2017,Baraut,February,Kidnapping,35
2017,Baraut,February,Murder,42
2017,Baraut,February,Rape,21
2017,Baraut,February,Theft,38
2017,Baraut,March,Burglary,43
2017,Baraut,March,Kidnapping,47
2017,Baraut,March,Murder,55
2017,Baraut,March,Rape,42
2017,Baraut,March,Theft,27
2017,Baraut,April,Burglary,54
2017,Baraut,April,Kidnapping,37
2017,Baraut,April,Murder,45
2017,Baraut,April,Rape,27
2017,Baraut,April,Theft,29
2017,Baraut,May,Burglary,34
2017,Baraut,May,Kidnapping,41
2017,Baraut,May,Murder,34
2017,Baraut,May,Rape,47
2017,Baraut,May,Theft,25
2017,Baraut,June,Burglary,46
2017,Baraut,June,Kidnapping,31
2017,Baraut,June,Murder,39
2017,Baraut,June,Rape,23
2017,Baraut,June,Theft,39
2017,Baraut,July,Burglary,34
2017,Baraut,July,Kidnapping,55
2017,Baraut,July,Murder,34
2017,Baraut,July,Rape,58
2017,Baraut,July,Theft,58
2017,Baraut,August,Burglary,48
2017,Baraut,August,Kidnapping,45
2017,Baraut,August,Murder,60
2017,Baraut,August,Rape,32
2017,Baraut,August,Theft,54
2017,Baraut,September,Burglary,60
2017,Baraut,September,Kidnapping,50
2017,Baraut,September,Murder,36
2017,Baraut,September,Rape,37
2017,Baraut,September,Theft,34
2017,Baraut,October,Burglary,27
2017,Baraut,October,Kidnapping,41
2017,Baraut,October,Murder,49
2017,Baraut,October,Rape,26
2017,Baraut,October,Theft,27
2017,Baraut,November,Burglary,22
2017,Baraut,November,Kidnapping,54
2017,Baraut,November,Murder,21
2017,Baraut,November,Rape,34
2017,Baraut,November,Theft,57
2017,Baraut,December,Burglary,46
2017,Baraut,December,Kidnapping,22
2017,Baraut,December,Murder,38
2017,Baraut,December,Rape,30
2017,Baraut,December,Theft,30
2017,Bareli,January,Burglary,59
2017,Bareli,January,Kidnapping,28
2017,Bareli,January,Murder,29
2017,Bareli,January,Rape,26
2017,Bareli,January,Theft,20
2017,Bareli,February,Burglary,59
2017,Bareli,February,Kidnapping,24
2017,Bareli,February,Murder,41
2017,Bareli,February,Rape,51
2017,Bareli,February,Theft,56
2017,Bareli,March,Burglary,30
2017,Bareli,March,Kidnapping,48
2017,Bareli,March,Murder,43
2017,Bareli,March,Rape,35
2017,Bareli,March,Theft,56
2017,Bareli,April,Burglary,53
2017,Bareli,April,Kidnapping,28
2017,Bareli,April,Murder,43
2017,Bareli,April,Rape,53
2017,Bareli,April,Theft,54
2017,Bareli,May,Burglary,32
2017,Bareli,May,Kidnapping,46
2017,Bareli,May,Murder,29
2017,Bareli,May,Rape,33
2017,Bareli,May,Theft,40
2017,Bareli,June,Burglary,59
2017,Bareli,June,Kidnapping,60
2017,Bareli,June,Murder,40
2017,Bareli,June,Rape,31
2017,Bareli,June,Theft,45
2017,Bareli,July,Burglary,49
2017,Bareli,July,Kidnapping,47
2017,Bareli,July,Murder,53
2017,Bareli,July,Rape,53
2017,Bareli,July,Theft,35
2017,Bareli,August,Burglary,39
2017,Bareli,August,Kidnapping,58
2017,Bareli,August,Murder,21
2017,Bareli,August,Rape,53
2017,Bareli,August,Theft,35
2017,Bareli,September,Burglary,23
2017,Bareli,September,Kidnapping,38
2017,Bareli,September,Murder,45
2017,Bareli,September,Rape,60
2017,Bareli,September,Theft,58
2017,Bareli,October,Burglary,54
2017,Bareli,October,Kidnapping,48
2017,Bareli,October,Murder,31
2017,Bareli,October,Rape,37
2017,Bareli,October,Theft,23
2017,Bareli,November,Burglary,57
2017,Bareli,November,Kidnapping,41
2017,Bareli,November,Murder,53
2017,Bareli,November,Rape,22
2017,Bareli,November,Theft,57
2017,Bareli,December,Burglary,37
2017,Bareli,December,Kidnapping,54
2017,Bareli,December,Murder,32
2017,Bareli,December,Rape,48
2017,Bareli,December,Theft,54
2017,Basti,January,Burglary,30
2017,Basti,January,Kidnapping,27
2017,Basti,January,Murder,49
2017,Basti,January,Rape,30
2017,Basti,January,Theft,57
2017,Basti,February,Burglary,25
2017,Basti,February,Kidnapping,59
2017,Basti,February,Murder,40
2017,Basti,February,Rape,22
2017,Basti,February,Theft,52
2017,Basti,March,Burglary,56
2017,Basti,March,Kidnapping,34
2017,Basti,March,Murder,58
2017,Basti,March,Rape,39
2017,Basti,March,Theft,27
2017,Basti,April,Burglary,45
2017,Basti,April,Kidnapping,24
2017,Basti,April,Murder,22
2017,Basti,April,Rape,26
2017,Basti,April,Theft,20
2017,Basti,May,Burglary,51
2017,Basti,May,Kidnapping,51
2017,Basti,May,Murder,32
2017,Basti,May,Rape,29
2017,Basti,May,Theft,40
2017,Basti,June,Burglary,40
2017,Basti,June,Kidnapping,50
2017,Basti,June,Murder,29
2017,Basti,June,Rape,40
2017,Basti,June,Theft,50
2017,Basti,July,Burglary,51
2017,Basti,July,Kidnapping,51
2017,Basti,July,Murder,22
2017,Basti,July,Rape,31
2017,Basti,July,Theft,40
2017,Basti,August,Burglary,42
2017,Basti,August,Kidnapping,39
2017,Basti,August,Murder,52
2017,Basti,August,Rape,56
2017,Basti,August,Theft,24
2017,Basti,September,Burglary,23
2017,Basti,September,Kidnapping,28
2017,Basti,September,Murder,51
2017,Basti,September,Rape,25
2017,Basti,September,Theft,36
2017,Basti,October,Burglary,35
2017,Basti,October,Kidnapping,51
2017,Basti,October,Murder,35
2017,Basti,October,Rape,51
2017,Basti,October,Theft,22
2017,Basti,November,Burglary,56
2017,Basti,November,Kidnapping,30
2017,Basti,November,Murder,49
2017,Basti,November,Rape,29
2017,Basti,November,Theft,28
2017,Basti,December,Burglary,46
2017,Basti,December,Kidnapping,25
2017,Basti,December,Murder,58
2017,Basti,December,Rape,41
2017,Basti,December,Theft,53
2017,Behta Hajipur,January,Burglary,43
2017,Behta Hajipur,January,Kidnapping,37
2017,Behta Hajipur,January,Murder,23
2017,Behta Hajipur,January,Rape,26
2017,Behta Hajipur,January,Theft,37
2017,Behta Hajipur,February,Burglary,60
2017,Behta Hajipur,February,Kidnapping,50
2017,Behta Hajipur,February,Murder,24
2017,Behta Hajipur,February,Rape,44
2017,Behta Hajipur,February,Theft,54
2017,Behta Hajipur,March,Burglary,51
2017,Behta Hajipur,March,Kidnapping,22
2017,Behta Hajipur,March,Murder,48
2017,Behta Hajipur,March,Rape,24
2017,Behta Hajipur,March,Theft,25
2017,Behta Hajipur,April,Burglary,35
2017,Behta Hajipur,April,Kidnapping,40
2017,Behta Hajipur,April,Murder,24
2017,Behta Hajipur,April,Rape,57
2017,Behta Hajipur,April,Theft,30
2017,Behta Hajipur,May,Burglary,57
2017,Behta Hajipur,May,Kidnapping,32
2017,Behta Hajipur,May,Murder,38
2017,Behta Hajipur,May,Rape,24
2017,Behta Hajipur,May,Theft,36
2017,Behta Hajipur,June,Burglary,35
2017,Behta Hajipur,June,Kidnapping,40
2017,Behta Hajipur,June,Murder,29
2017,Behta Hajipur,June,Rape,35
2017,Behta Hajipur,June,Theft,39
2017,Behta Hajipur,July,Burglary,37
2017,Behta Hajipur,July,Kidnapping,28
2017,Behta Hajipur,July,Murder,34
2017,Behta Hajipur,July,Rape,56
2017,Behta Hajipur,July,Theft,51
2017,Behta Hajipur,August,Burglary,37
2017,Behta Hajipur,August,Kidnapping,44
2017,Behta Hajipur,August,Murder,51
2017,Behta Hajipur,August,Rape,25
2017,Behta Hajipur,August,Theft,32
2017,Behta Hajipur,September,Burglary,46
2017,Behta Hajipur,September,Kidnapping,44
2017,Behta Hajipur,September,Murder,43
2017,Behta Hajipur,September,Rape,34
2017,Behta Hajipur,September,Theft,34
2017,Behta Hajipur,October,Burglary,56
2017,Behta Hajipur,October,Kidnapping,21
2017,Behta Hajipur,October,Murder,37
2017,Behta Hajipur,October,Rape,24
2017,Behta Hajipur,October,Theft,53
2017,Behta Hajipur,November,Burglary,60
2017,Behta Hajipur,November,Kidnapping,38
2017,Behta Hajipur,November,Murder,54
2017,Behta Hajipur,November,Rape,35
2017,Behta Hajipur,November,Theft,53
2017,Behta Hajipur,December,Burglary,33
2017,Behta Hajipur,December,Kidnapping,30
2017,Behta Hajipur,December,Murder,57
2017,Behta Hajipur,December,Rape,60
2017,Behta Hajipur,December,Theft,46
2017,Bela,January,Burglary,50
2017,Bela,January,Kidnapping,52
2017,Bela,January,Murder,50
2017,Bela,January,Rape,21
2017,Bela,January,Theft,27
2017,Bela,February,Burglary,36
2017,Bela,February,Kidnapping,54
2017,Bela,February,Murder,30
2017,Bela,February,Rape,47
2017,Bela,February,Theft,42
2017,Bela,March,Burglary,49
2017,Bela,March,Kidnapping,51
2017,Bela,March,Murder,32
2017,Bela,March,Rape,60
2017,Bela,March,Theft,30
2017,Bela,April,Burglary,30
2017,Bela,April,Kidnapping,22
2017,Bela,April,Murder,46
2017,Bela,April,Rape,55
2017,Bela,April,Theft,26
2017,Bela,May,Burglary,43
2017,Bela,May,Kidnapping,29
2017,Bela,May,Murder,41
2017,Bela,May,Rape,55
2017,Bela,May,Theft,51
2017,Bela,June,Burglary,24
2017,Bela,June,Kidnapping,56
2017,Bela,June,Murder,48
2017,Bela,June,Rape,53
2017,Bela,June,Theft,22
2017,Bela,July,Burglary,57
2017,Bela,July,Kidnapping,25
2017,Bela,July,Murder,31
2017,Bela,July,Rape,31
2017,Bela,July,Theft,36
2017,Bela,August,Burglary,46
2017,Bela,August,Kidnapping,55
2017,Bela,August,Murder,33
2017,Bela,August,Rape,49
2017,Bela,August,Theft,45
2017,Bela,September,Burglary,23
2017,Bela,September,Kidnapping,29
2017,Bela,September,Murder,35
2017,Bela,September,Rape,55
2017,Bela,September,Theft,51
2017,Bela,October,Burglary,35
2017,Bela,October,Kidnapping,58
2017,Bela,October,Murder,35
2017,Bela,October,Rape,22
2017,Bela,October,Theft,32
2017,Bela,November,Burglary,27
2017,Bela,November,Kidnapping,38
2017,Bela,November,Murder,47
2017,Bela,November,Rape,59
2017,Bela,November,Theft,42
2017,Bela,December,Burglary,48
2017,Bela,December,Kidnapping,22
2017,Bela,December,Murder,26
2017,Bela,December,Rape,20
2017,Bela,December,Theft,31
2017,Bhadohi,January,Burglary,30
2017,Bhadohi,January,Kidnapping,42
2017,Bhadohi,January,Murder,44
2017,Bhadohi,January,Rape,20
2017,Bhadohi,January,Theft,35
2017,Bhadohi,February,Burglary,26
2017,Bhadohi,February,Kidnapping,45
2017,Bhadohi,February,Murder,32
2017,Bhadohi,February,Rape,24
2017,Bhadohi,February,Theft,45
2017,Bhadohi,March,Burglary,32
2017,Bhadohi,March,Kidnapping,41
2017,Bhadohi,March,Murder,46
2017,Bhadohi,March,Rape,22
2017,Bhadohi,March,Theft,49
2017,Bhadohi,April,Burglary,28
2017,Bhadohi,April,Kidnapping,26
2017,Bhadohi,April,Murder,24
2017,Bhadohi,April,Rape,35
2017,Bhadohi,April,Theft,21
2017,Bhadohi,May,Burglary,60
2017,Bhadohi,May,Kidnapping,38
2017,Bhadohi,May,Murder,21
2017,Bhadohi,May,Rape,27
2017,Bhadohi,May,Theft,30
2017,Bhadohi,June,Burglary,58
2017,Bhadohi,June,Kidnapping,46
2017,Bhadohi,June,Murder,20
2017,Bhadohi,June,Rape,55
2017,Bhadohi,June,Theft,23
2017,Bhadohi,July,Burglary,56
2017,Bhadohi,July,Kidnapping,60
2017,Bhadohi,July,Murder,50
2017,Bhadohi,July,Rape,28
2017,Bhadohi,July,Theft,26
2017,Bhadohi,August,Burglary,40
2017,Bhadohi,August,Kidnapping,52
2017,Bhadohi,August,Murder,42
2017,Bhadohi,August,Rape,51
2017,Bhadohi,August,Theft,32
2017,Bhadohi,September,Burglary,26
2017,Bhadohi,September,Kidnapping,59
2017,Bhadohi,September,Murder,39
2017,Bhadohi,September,Rape,25
2017,Bhadohi,September,Theft,35
2017,Bhadohi,October,Burglary,21
2017,Bhadohi,October,Kidnapping,60
2017,Bhadohi,October,Murder,55
2017,Bhadohi,October,Rape,29
2017,Bhadohi,October,Theft,32
2017,Bhadohi,November,Burglary,47
2017,Bhadohi,November,Kidnapping,34
2017,Bhadohi,November,Murder,24
2017,Bhadohi,November,Rape,49
2017,Bhadohi,November,Theft,21
2017,Bhadohi,December,Burglary,32
2017,Bhadohi,December,Kidnapping,52
2017,Bhadohi,December,Murder,50
2017,Bhadohi,December,Rape,49
2017,Bhadohi,December,Theft,51
2017,Bijnor,January,Burglary,41
2017,Bijnor,January,Kidnapping,34
2017,Bijnor,January,Murder,33
2017,Bijnor,January,Rape,58
2017,Bijnor,January,Theft,49
2017,Bijnor,February,Burglary,41
2017,Bijnor,February,Kidnapping,53
2017,Bijnor,February,Murder,31
2017,Bijnor,February,Rape,58
2017,Bijnor,February,Theft,39
2017,Bijnor,March,Burglary,58
2017,Bijnor,March,Kidnapping,47
2017,Bijnor,March,Murder,39
2017,Bijnor,March,Rape,58
2017,Bijnor,March,Theft,30
2017,Bijnor,April,Burglary,30
2017,Bijnor,April,Kidnapping,37
2017,Bijnor,April,Murder,54
2017,Bijnor,April,Rape,21
2017,Bijnor,April,Theft,54
2017,Bijnor,May,Burglary,22
2017,Bijnor,May,Kidnapping,51
2017,Bijnor,May,Murder,58
2017,Bijnor,May,Rape,33
2017,Bijnor,May,Theft,32
2017,Bijnor,June,Burglary,49
2017,Bijnor,June,Kidnapping,20
2017,Bijnor,June,Murder,21
2017,Bijnor,June,Rape,25
2017,Bijnor,June,Theft,56
2017,Bijnor,July,Burglary,24
2017,Bijnor,July,Kidnapping,30
2017,Bijnor,July,Murder,54
2017,Bijnor,July,Rape,58
2017,Bijnor,July,Theft,21
2017,Bijnor,August,Burglary,57
2017,Bijnor,August,Kidnapping,39
2017,Bijnor,August,Murder,55
2017,Bijnor,August,Rape,30
2017,Bijnor,August,Theft,45
2017,Bijnor,September,Burglary,54
2017,Bijnor,September,Kidnapping,39
2017,Bijnor,September,Murder,43
2017,Bijnor,September,Rape,24
2017,Bijnor,September,Theft,58
2017,Bijnor,October,Burglary,45
2017,Bijnor,October,Kidnapping,51
2017,Bijnor,October,Murder,41
2017,Bijnor,October,Rape,26
2017,Bijnor,October,Theft,59
2017,Bijnor,November,Burglary,20
2017,Bijnor,November,Kidnapping,21
2017,Bijnor,November,Murder,25
2017,Bijnor,November,Rape,34
2017,Bijnor,November,Theft,52
2017,Bijnor,December,Burglary,26
2017,Bijnor,December,Kidnapping,60
2017,Bijnor,December,Murder,57
2017,Bijnor,December,Rape,49
2017,Bijnor,December,Theft,47
2017,Bisalpur,January,Burglary,43
2017,Bisalpur,January,Kidnapping,53
2017,Bisalpur,January,Murder,32
2017,Bisalpur,January,Rape,56
2017,Bisalpur,January,Theft,31
2017,Bisalpur,February,Burglary,56
2017,Bisalpur,February,Kidnapping,38
2017,Bisalpur,February,Murder,52
2017,Bisalpur,February,Rape,57
2017,Bisalpur,February,Theft,34
2017,Bisalpur,March,Burglary,27
2017,Bisalpur,March,Kidnapping,45
2017,Bisalpur,March,Murder,29
2017,Bisalpur,March,Rape,23
2017,Bisalpur,March,Theft,48
2017,Bisalpur,April,Burglary,28
2017,Bisalpur,April,Kidnapping,27
2017,Bisalpur,April,Murder,31
2017,Bisalpur,April,Rape,41
2017,Bisalpur,April,Theft,41
2017,Bisalpur,May,Burglary,59
2017,Bisalpur,May,Kidnapping,54
2017,Bisalpur,May,Murder,28
2017,Bisalpur,May,Rape,41
2017,Bisalpur,May,Theft,35
2017,Bisalpur,June,Burglary,21
2017,Bisalpur,June,Kidnapping,47
2017,Bisalpur,June,Murder,27
2017,Bisalpur,June,Rape,54
2017,Bisalpur,June,Theft,38
2017,Bisalpur,July,Burglary,31
2017,Bisalpur,July,Kidnapping,48
2017,Bisalpur,July,Murder,58
2017,Bisalpur,July,Rape,44
2017,Bisalpur,July,Theft,24
2017,Bisalpur,August,Burglary,35
2017,Bisalpur,August,Kidnapping,43
2017,Bisalpur,August,Murder,45
2017,Bisalpur,August,Rape,57
2017,Bisalpur,August,Theft,60
2017,Bisalpur,September,Burglary,51
2017,Bisalpur,September,Kidnapping,33
2017,Bisalpur,September,Murder,47
2017,Bisalpur,September,Rape,26
2017,Bisalpur,September,Theft,54
2017,Bisalpur,October,Burglary,47
2017,Bisalpur,October,Kidnapping,41
2017,Bisalpur,October,Murder,38
2017,Bisalpur,October,Rape,32
2017,Bisalpur,October,Theft,52
2017,Bisalpur,November,Burglary,55
2017,Bisalpur,November,Kidnapping,24
2017,Bisalpur,November,Murder,22
2017,Bisalpur,November,Rape,20
2017,Bisalpur,November,Theft,22
2017,Bisalpur,December,Burglary,37
2017,Bisalpur,December,Kidnapping,60
2017,Bisalpur,December,Murder,26
2017,Bisalpur,December,Rape,56
2017,Bisalpur,December,Theft,33
2017,Biswan,January,Burglary,26
2017,Biswan,January,Kidnapping,42
2017,Biswan,January,Murder,44
2017,Biswan,January,Rape,39
2017,Biswan,January,Theft,57
2017,Biswan,February,Burglary,49
2017,Biswan,February,Kidnapping,60
2017,Biswan,February,Murder,59
2017,Biswan,February,Rape,36
2017,Biswan,February,Theft,22
2017,Biswan,March,Burglary,43
2017,Biswan,March,Kidnapping,55
2017,Biswan,March,Murder,44
2017,Biswan,March,Rape,41
2017,Biswan,March,Theft,24
2017,Biswan,April,Burglary,24
2017,Biswan,April,Kidnapping,21
2017,Biswan,April,Murder,27
2017,Biswan,April,Rape,24
2017,Biswan,April,Theft,48
2017,Biswan,May,Burglary,43
2017,Biswan,May,Kidnapping,56
2017,Biswan,May,Murder,43
2017,Biswan,May,Rape,54
2017,Biswan,May,Theft,49
2017,Biswan,June,Burglary,31
2017,Biswan,June,Kidnapping,24
2017,Biswan,June,Murder,50
2017,Biswan,June,Rape,42
2017,Biswan,June,Theft,35
2017,Biswan,July,Burglary,38
2017,Biswan,July,Kidnapping,57
2017,Biswan,July,Murder,39
2017,Biswan,July,Rape,25
2017,Biswan,July,Theft,39
2017,Biswan,August,Burglary,46
2017,Biswan,August,Kidnapping,49
2017,Biswan,August,Murder,38
2017,Biswan,August,Rape,38
2017,Biswan,August,Theft,53
2017,Biswan,September,Burglary,35
2017,Biswan,September,Kidnapping,38
2017,Biswan,September,Murder,22
2017,Biswan,September,Rape,48
2017,Biswan,September,Theft,53
2017,Biswan,October,Burglary,20
2017,Biswan,October,Kidnapping,48
2017,Biswan,October,Murder,24
2017,Biswan,October,Rape,28
2017,Biswan,October,Theft,49
2017,Biswan,November,Burglary,44
2017,Biswan,November,Kidnapping,59
2017,Biswan,November,Murder,23
2017,Biswan,November,Rape,60
2017,Biswan,November,Theft,39
2017,Biswan,December,Burglary,29
2017,Biswan,December,Kidnapping,30
2017,Biswan,December,Murder,54
2017,Biswan,December,Rape,55
2017,Biswan,December,Theft,50
2017,Budaun,January,Burglary,53
2017,Budaun,January,Kidnapping,56
2017,Budaun,January,Murder,48
2017,Budaun,January,Rape,35
2017,Budaun,January,Theft,45
2017,Budaun,February,Burglary,45
2017,Budaun,February,Kidnapping,45
2017,Budaun,February,Murder,45
2017,Budaun,February,Rape,41
2017,Budaun,February,Theft,48
2017,Budaun,March,Burglary,44
2017,Budaun,March,Kidnapping,51
2017,Budaun,March,Murder,56
2017,Budaun,March,Rape,23
2017,Budaun,March,Theft,40
2017,Budaun,April,Burglary,29
2017,Budaun,April,Kidnapping,34
2017,Budaun,April,Murder,48
2017,Budaun,April,Rape,43
2017,Budaun,April,Theft,42
2017,Budaun,May,Burglary,54
2017,Budaun,May,Kidnapping,29
2017,Budaun,May,Murder,42
2017,Budaun,May,Rape,55
2017,Budaun,May,Theft,26
2017,Budaun,June,Burglary,34
2017,Budaun,June,Kidnapping,54
2017,Budaun,June,Murder,23
2017,Budaun,June,Rape,34
2017,Budaun,June,Theft,23
2017,Budaun,July,Burglary,51
2017,Budaun,July,Kidnapping,42
2017,Budaun,July,Murder,55
2017,Budaun,July,Rape,54
2017,Budaun,July,Theft,53
2017,Budaun,August,Burglary,27
2017,Budaun,August,Kidnapping,26
2017,Budaun,August,Murder,51
2017,Budaun,August,Rape,44
2017,Budaun,August,Theft,51
2017,Budaun,September,Burglary,36
2017,Budaun,September,Kidnapping,24
2017,Budaun,September,Murder,40
2017,Budaun,September,Rape,43
2017,Budaun,September,Theft,26
2017,Budaun,October,Burglary,56
2017,Budaun,October,Kidnapping,38
2017,Budaun,October,Murder,47
2017,Budaun,October,Rape,43
2017,Budaun,October,Theft,31
2017,Budaun,November,Burglary,47
2017,Budaun,November,Kidnapping,24
2017,Budaun,November,Murder,49
2017,Budaun,November,Rape,31
2017,Budaun,November,Theft,52
2017,Budaun,December,Burglary,25
2017,Budaun,December,Kidnapping,28
2017,Budaun,December,Murder,40
2017,Budaun,December,Rape,54
2017,Budaun,December,Theft,56
2017,Bulandshahar,January,Burglary,58
2017,Bulandshahar,January,Kidnapping,36
2017,Bulandshahar,January,Murder,55
2017,Bulandshahar,January,Rape,52
2017,Bulandshahar,January,Theft,49
2017,Bulandshahar,February,Burglary,33
2017,Bulandshahar,February,Kidnapping,48
2017,Bulandshahar,February,Murder,29
2017,Bulandshahar,February,Rape,55
2017,Bulandshahar,February,Theft,37
2017,Bulandshahar,March,Burglary,26
2017,Bulandshahar,March,Kidnapping,29
2017,Bulandshahar,March,Murder,41
2017,Bulandshahar,March,Rape,24
2017,Bulandshahar,March,Theft,38
2017,Bulandshahar,April,Burglary,39
2017,Bulandshahar,April,Kidnapping,39
2017,Bulandshahar,April,Murder,58
2017,Bulandshahar,April,Rape,25
2017,Bulandshahar,April,Theft,56
2017,Bulandshahar,May,Burglary,23
2017,Bulandshahar,May,Kidnapping,30
2017,Bulandshahar,May,Murder,47
2017,Bulandshahar,May,Rape,46
2017,Bulandshahar,May,Theft,35
2017,Bulandshahar,June,Burglary,57
2017,Bulandshahar,June,Kidnapping,28
2017,Bulandshahar,June,Murder,26
2017,Bulandshahar,June,Rape,51
2017,Bulandshahar,June,Theft,51
2017,Bulandshahar,July,Burglary,28
2017,Bulandshahar,July,Kidnapping,34
2017,Bulandshahar,July,Murder,47
2017,Bulandshahar,July,Rape,57
2017,Bulandshahar,July,Theft,41
2017,Bulandshahar,August,Burglary,50
2017,Bulandshahar,August,Kidnapping,22
2017,Bulandshahar,August,Murder,46
2017,Bulandshahar,August,Rape,42
2017,Bulandshahar,August,Theft,47
2017,Bulandshahar,September,Burglary,51
2017,Bulandshahar,September,Kidnapping,21
2017,Bulandshahar,September,Murder,52
2017,Bulandshahar,September,Rape,26
2017,Bulandshahar,September,Theft,23
2017,Bulandshahar,October,Burglary,56
2017,Bulandshahar,October,Kidnapping,33
2017,Bulandshahar,October,Murder,28
2017,Bulandshahar,October,Rape,30
2017,Bulandshahar,October,Theft,41
2017,Bulandshahar,November,Burglary,55
2017,Bulandshahar,November,Kidnapping,36
2017,Bulandshahar,November,Murder,46
2017,Bulandshahar,November,Rape,40
2017,Bulandshahar,November,Theft,59
2017,Bulandshahar,December,Burglary,33
2017,Bulandshahar,December,Kidnapping,34
2017,Bulandshahar,December,Murder,56
2017,Bulandshahar,December,Rape,32
2017,Bulandshahar,December,Theft,48
2017,Chandausi,January,Burglary,40
2017,Chandausi,January,Kidnapping,36
2017,Chandausi,January,Murder,23
2017,Chandausi,January,Rape,53
2017,Chandausi,January,Theft,41
2017,Chandausi,February,Burglary,28
2017,Chandausi,February,Kidnapping,55
2017,Chandausi,February,Murder,55
2017,Chandausi,February,Rape,29
2017,Chandausi,February,Theft,47
2017,Chandausi,March,Burglary,30
2017,Chandausi,March,Kidnapping,35
2017,Chandausi,March,Murder,50
2017,Chandausi,March,Rape,27
2017,Chandausi,March,Theft,25
2017,Chandausi,April,Burglary,20
2017,Chandausi,April,Kidnapping,50
2017,Chandausi,April,Murder,42
2017,Chandausi,April,Rape,58
2017,Chandausi,April,Theft,47
2017,Chandausi,May,Burglary,32
2017,Chandausi,May,Kidnapping,30
2017,Chandausi,May,Murder,35
2017,Chandausi,May,Rape,59
2017,Chandausi,May,Theft,44
2017,Chandausi,June,Burglary,34
2017,Chandausi,June,Kidnapping,20
2017,Chandausi,June,Murder,57
2017,Chandausi,June,Rape,29
2017,Chandausi,June,Theft,46
2017,Chandausi,July,Burglary,20
2017,Chandausi,July,Kidnapping,53
2017,Chandausi,July,Murder,56
2017,Chandausi,July,Rape,60
2017,Chandausi,July,Theft,51
2017,Chandausi,August,Burglary,60
2017,Chandausi,August,Kidnapping,42
2017,Chandausi,August,Murder,37
2017,Chandausi,August,Rape,55
2017,Chandausi,August,Theft,33
2017,Chandausi,September,Burglary,57
2017,Chandausi,September,Kidnapping,28
2017,Chandausi,September,Murder,33
2017,Chandausi,September,Rape,28
2017,Chandausi,September,Theft,27
2017,Chandausi,October,Burglary,37
2017,Chandausi,October,Kidnapping,59
2017,Chandausi,October,Murder,50
2017,Chandausi,October,Rape,24
2017,Chandausi,October,Theft,55
2017,Chandausi,November,Burglary,27
